,Liv-ex 100,US CPI,"TVC_US10Y, 15","FX_GBPUSD, 1M","OANDA_EURUSD, 1M","FX_IDC_GBPEUR, 1M","FX_GBPJPY, 1M","HKEX_DLY_HSI1!, 1M (1)",Dollar Index (DXY),S&P 500 Futures,"CME_MINI_NQ1!, 1M","TVC_USOIL, 1M","PEPPERSTONE_COCOA, 1M",liv-ex Champagne 50,liv-ex Italy 100,liv-ex Rhone 100,liv-ex California 50,liv-ex Investables,Liv-ex Fine Wine 1000,Liv-ex Indices,liv-ex Burgundy 150,liv-ex Bordeaux Legends,US Interest Rate,Wine_ret,CPI_lag_0,CPI_lag_3,CPI_lag_6,CPI_lag_12,Inflation Regime,wine_12m_ret,cum_price,rolling_max,drawdown,momentum_now,momentum_next,momentum_direction_change,wine_vol_12m,US CPI_lag_12,US Interest Rate_lag_6
2010-02-28,253.34,216.741,,1.53461,1.268,1.2093,129.23,20320.0,83.202,1048.25,1766.5,71.65,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,0.25,1.0684193337687784,216.741,212.193,211.693,198.7,High CPI,1.0684193337687784,253.34,314.25,-0.1938265712012729,1.0684193337687784,0.23698261672487853,False,0.1443586603639795,198.7,3.0
2010-03-31,267.4,217.631,,1.4542,1.230555,1.1807,132.73899999999998,19713.0,86.48,1088.5,1852.0,73.99,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,0.25,1.0992306484534464,217.631,212.709,213.528,199.8,High CPI,1.0992306484534464,267.4,314.25,-0.1490851233094671,1.0992306484534464,0.23267075409067828,False,0.144124948582286,199.8,2.25
2010-04-30,283.8,218.009,,1.4542,1.230555,1.1807,132.73899999999998,22973.0,79.462,1070.5,1739.25,73.99,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,200.3,202.79,314.57,0.25,0.6133249957364562,218.009,216.687,211.143,202.416,High CPI,0.6133249957364562,283.8,314.25,-0.09689737470167059,0.6133249957364562,0.5724454211054317,False,0.10652881478963039,202.416,0.25
2010-06-30,304.67,217.965,,1.4542,1.230555,1.1807,132.73899999999998,22973.0,79.462,1070.5,1739.25,73.99,3208.0,220.33,171.17,153.39,149.1,296.03,231.61,202.79,202.79,314.57,0.25,0.6821444346289753,217.965,216.741,212.193,203.499,High CPI,0.6821444346289753,304.67,314.25,-0.030485282418456605,0.6821444346289753,0.5854785478547855,False,0.1066805446986748,203.499,0.25
2010-07-31,300.93,218.011,,1.4542,1.230555,1.1807,132.73899999999998,22973.0,79.462,1070.5,1739.25,73.99,3208.0,225.29,178.39,152.95,148.6,295.21,232.5,201.94,201.94,315.88,0.25,0.5746428758306734,218.011,217.631,212.709,205.352,High CPI,0.5746428758306734,300.93,314.25,-0.04238663484486871,0.5746428758306734,0.6516677005296561,False,0.1081136021686926,205.352,0.25
2010-08-31,303.58,218.312,,1.4542,1.230555,1.1807,132.73899999999998,22973.0,79.462,1070.5,1739.25,73.99,3208.0,232.21,176.69,151.68,149.0,298.24,235.28,206.87,206.87,317.42,0.25,0.25032948929159793,218.312,218.009,216.687,211.08,Low CPI,0.25032948929159793,303.58,314.25,-0.03395385839299925,0.25032948929159793,0.4539944679466319,False,0.08128485972361518,211.08,0.25
2010-09-30,308.12,218.439,,1.4542,1.230555,1.1807,132.73899999999998,22973.0,79.462,1070.5,1739.25,73.99,3208.0,232.32,178.76,153.15,149.1,303.71,237.98,208.8,208.8,321.3,0.25,0.23698261672487853,218.439,217.965,216.741,211.693,Low CPI,0.23698261672487853,308.12,314.25,-0.019506762132060484,0.23698261672487853,0.41710744454093307,False,0.08129765484839313,211.693,0.25
2010-10-31,315.65,218.711,,1.4542,1.230555,1.1807,132.73899999999998,22973.0,79.462,1070.5,1739.25,73.99,3208.0,231.95,176.69,151.15,161.6,313.03,242.29,212.34,212.34,329.58,0.25,0.23267075409067828,218.711,218.011,217.631,213.528,Low CPI,0.23267075409067828,315.65,315.65,0.0,0.23267075409067828,0.34237097980553477,False,0.0812761712914281,213.528,0.25
2010-11-30,329.16,218.803,,1.4542,1.230555,1.1807,132.73899999999998,22973.0,79.462,1070.5,1739.25,73.99,3208.0,230.64,181.65,154.86,158.8,326.33,247.14,213.22,213.22,334.29,0.25,0.5724454211054317,218.803,218.312,218.009,211.143,Low CPI,0.5724454211054317,329.16,329.16,0.0,0.5724454211054317,0.26469344608879486,False,0.050100314030840226,211.143,0.25
2010-12-31,336.28,219.179,,1.4542,1.230555,1.1807,132.73899999999998,22973.0,79.462,1070.5,1739.25,73.99,3208.0,237.07,186.46,156.38,158.3,333.82,254.26,223.2,223.2,341.09,0.25,0.5854785478547855,219.179,218.439,217.965,212.193,Low CPI,0.5854785478547855,336.28,336.28,0.0,0.5854785478547855,0.19700003282239797,False,0.049757551585783495,212.193,0.25
2011-01-31,346.14,220.223,,1.55454,1.29625,1.1991,119.535,18456.0,80.178,1252.5,2274.5,98.86,3208.0,236.93,183.75,159.61,164.3,346.59,257.64,225.61,225.61,345.36,0.25,0.6516677005296561,220.223,218.711,218.011,212.709,Low CPI,0.6516677005296561,346.14,346.14,0.0,0.6516677005296561,0.19300169474628648,False,0.047187591405829704,212.709,0.25
2011-02-28,357.45,221.309,,1.6445,1.43966,1.1424,134.059,23543.0,74.638,1344.0,2371.75,102.59,3208.0,233.96,187.05,158.64,152.5,359.57,264.4,236.74,236.74,352.97,0.25,0.4539944679466319,221.309,218.803,218.312,216.687,Low CPI,0.4539944679466319,357.45,357.45,0.0,0.4539944679466319,0.13492324922590426,False,0.023775218486319517,216.687,0.25
2011-03-31,359.01,223.467,,1.60871,1.38577,1.16,125.746,19785.0,76.166,1249.25,2356.0,92.46,3208.0,234.7,187.73,163.96,152.8,362.66,266.79,238.68,238.68,349.16,0.25,0.41710744454093307,223.467,219.179,218.439,216.741,Low CPI,0.41710744454093307,359.01,359.01,0.0,0.41710744454093307,0.04718940672465277,False,0.02507996230755056,216.741,0.25
2011-04-30,358.95,224.906,,1.60871,1.38577,1.16,125.746,22325.0,76.166,1249.25,2356.0,92.46,3208.0,235.5,191.38,167.46,153.8,363.9,271.03,244.59,244.59,353.54,0.25,0.34237097980553477,224.906,220.223,218.711,217.631,Low CPI,0.34237097980553477,358.95,359.01,-0.00016712626389236984,0.34237097980553477,-0.02414066212577226,True,0.025033868249932038,217.631,0.25
2011-05-31,358.92,225.964,,1.60871,1.38577,1.16,125.746,22325.0,76.166,1249.25,2356.0,92.46,3208.0,236.57,193.35,168.43,163.0,364.83,274.91,248.24,248.24,359.19,0.25,0.26469344608879486,225.964,221.309,218.803,218.009,Low CPI,0.26469344608879486,358.92,359.01,-0.00025068939583849925,0.26469344608879486,-0.09478672985782,True,0.023165504311407188,218.009,0.25
2011-06-30,364.69,225.722,,1.60871,1.38577,1.16,125.746,22325.0,76.166,1249.25,2356.0,92.46,3208.0,241.51,193.57,172.04,160.0,369.81,278.7,258.92,258.92,360.48,0.25,0.19700003282239797,225.722,223.467,219.179,217.965,Low CPI,0.19700003282239797,364.69,364.69,0.0,0.19700003282239797,-0.14853693350779107,True,0.0158888849150214,217.965,0.25
2011-07-31,359.01,225.922,,1.60871,1.38577,1.16,125.746,22325.0,76.166,1249.25,2356.0,92.46,3208.0,243.64,195.64,169.99,180.2,365.28,279.69,259.14,259.14,360.53,0.25,0.19300169474628648,225.922,224.906,220.223,218.011,Low CPI,0.19300169474628648,359.01,364.69,-0.015574871808933688,0.19300169474628648,-0.16132200843589295,True,0.016427191199923995,218.011,0.25
2011-08-31,344.54,226.545,,1.60871,1.38577,1.16,125.746,22325.0,76.166,1249.25,2356.0,92.46,3208.0,244.06,197.12,166.95,166.0,351.63,273.17,258.92,258.92,347.36,0.25,0.13492324922590426,226.545,225.964,221.309,218.312,Low CPI,0.13492324922590426,344.54,364.69,-0.055252406153171174,0.13492324922590426,-0.17845852566792553,True,0.022925732785599406,218.312,0.25
2011-09-30,322.66,226.889,,1.60871,1.38577,1.16,125.746,22325.0,76.166,1249.25,2356.0,92.46,3208.0,250.22,195.62,169.33,165.6,334.36,266.9,260.26,260.26,333.46,0.25,0.04718940672465277,226.889,225.722,223.467,218.439,Low CPI,0.04718940672465277,322.66,364.69,-0.11524856727631683,0.04718940672465277,-0.18233475390657639,True,0.031304046107113646,218.439,0.25
2011-10-31,308.03,226.421,,1.60871,1.38577,1.16,125.746,22325.0,76.166,1249.25,2356.0,92.46,3208.0,249.26,193.34,165.86,170.3,319.92,259.8,258.84,258.84,322.22,0.25,-0.02414066212577226,226.421,225.922,224.906,218.711,Low CPI,-0.02414066212577226,308.03,364.69,-0.1553648304039048,-0.02414066212577226,-0.19231090681153362,False,0.03361975259271013,218.711,0.25
2011-11-30,297.96,226.23,,1.60871,1.38577,1.16,125.746,22325.0,76.166,1249.25,2356.0,92.46,3208.0,250.44,196.18,168.07,172.2,310.28,255.14,254.92,254.92,311.34,0.25,-0.09478672985782,226.23,226.545,225.964,218.803,Low CPI,-0.09478672985782,297.96,364.69,-0.18297732320601068,-0.09478672985782,-0.2246740220661987,False,0.03157563525970697,218.803,0.25
2011-12-31,286.33,225.672,,1.60871,1.38577,1.16,125.746,22325.0,76.166,1249.25,2356.0,92.46,3208.0,248.36,198.32,168.72,176.8,300.35,253.37,261.79,261.79,304.7,0.25,-0.14853693350779107,225.672,226.889,225.722,219.179,Low CPI,-0.14853693350779107,286.33,364.69,-0.21486742164578143,-0.14853693350779107,-0.2730264059886479,False,0.03129014447041073,219.179,0.25
2012-01-31,290.3,226.665,,1.6009,1.29851,1.2323,132.00199999999998,22023.0,80.153,1414.5,2675.75,88.94,3208.0,252.05,194.59,165.87,171.7,301.86,254.82,269.01,269.01,307.28,0.25,-0.16132200843589295,226.665,226.421,225.922,220.223,Low CPI,-0.16132200843589295,290.3,364.69,-0.20398146370890347,-0.16132200843589295,-0.2822205509595833,False,0.02967253062726477,220.223,0.25
2012-02-29,293.66,227.663,,1.5672,1.23042,1.2742,122.449,18530.0,82.635,1374.5,2636.5,87.9,3208.0,248.61,193.86,169.22,175.6,304.98,257.47,274.65,274.65,312.25,0.25,-0.17845852566792553,227.663,226.23,226.545,221.309,Low CPI,-0.17845852566792553,293.66,364.69,-0.1947681592585483,-0.17845852566792553,-0.24891159226795156,False,0.027165173816823898,221.309,0.25
2012-03-31,293.55,229.392,,1.62627,1.319725,1.2311,140.873,22674.0,79.769,1420.0,2655.25,91.73,3208.0,244.23,194.95,168.8,178.3,304.56,256.56,275.76,275.76,311.17,0.25,-0.18233475390657639,229.392,225.672,226.889,223.467,Low CPI,-0.18233475390657639,293.55,364.69,-0.19506978529710162,-0.18233475390657639,-0.19395028822909577,False,0.026876694310263224,223.467,0.25
2012-04-30,289.92,230.085,,1.62627,1.319725,1.2311,140.873,22674.0,79.935,1434.25,2792.0,91.73,3208.0,248.26,196.81,168.61,176.6,301.53,255.64,270.55,270.55,309.52,0.25,-0.19231090681153362,230.085,226.665,226.421,224.906,Low CPI,-0.19231090681153362,289.92,364.69,-0.20502344456936028,-0.19231090681153362,-0.16112067006460407,False,0.02643828285280055,224.906,0.25
2012-05-31,278.28,229.815,,1.62627,1.319725,1.2311,140.873,22674.0,79.935,1434.25,2792.0,91.73,3208.0,246.47,196.98,168.73,175.2,288.87,250.89,270.93,270.93,300.3,0.25,-0.2246740220661987,229.815,227.663,226.23,225.964,Low CPI,-0.2246740220661987,278.28,364.69,-0.23694096355809047,-0.2246740220661987,-0.13562223117196925,False,0.026593999356352305,225.964,0.25
2012-06-30,265.12,229.478,,1.62627,1.319725,1.2311,140.873,22674.0,79.935,1434.25,2792.0,91.73,3208.0,248.32,196.17,167.76,173.7,277.16,245.47,271.59,271.59,291.95,0.25,-0.2730264059886479,229.478,229.392,225.672,225.722,Low CPI,-0.2730264059886479,265.12,364.69,-0.2730264059886479,-0.2730264059886479,-0.089232703523906,False,0.024873670714851914,225.722,0.25
2012-07-31,257.69,229.104,,1.62627,1.319725,1.2311,140.873,22674.0,79.935,1434.25,2792.0,91.73,3208.0,249.08,196.66,167.93,172.6,271.05,242.84,268.49,268.49,290.05,0.25,-0.2822205509595833,229.104,230.085,226.665,225.922,Low CPI,-0.2822205509595833,257.69,364.69,-0.29339987386547484,-0.2822205509595833,-0.07671374440234258,False,0.0246611082388585,225.922,0.25
2012-08-31,258.78,230.379,,1.62627,1.319725,1.2311,140.873,22674.0,79.935,1434.25,2792.0,91.73,3208.0,242.1,196.52,167.3,172.9,271.25,242.75,271.21,271.21,284.77,0.25,-0.24891159226795156,230.379,229.815,227.663,226.545,Low CPI,-0.24891159226795156,258.78,364.69,-0.29041103402890134,-0.24891159226795156,-0.059081931485391315,False,0.025796766934087355,226.545,0.25
2012-09-30,260.08,231.407,,1.62627,1.319725,1.2311,140.873,22674.0,79.935,1434.25,2792.0,91.73,3208.0,250.0,195.03,168.41,170.2,273.63,244.2,269.66,269.66,289.73,0.25,-0.19395028822909577,231.407,229.478,229.392,226.889,Low CPI,-0.19395028822909577,260.08,364.69,-0.2868463626641806,-0.19395028822909577,-0.04653381025378989,False,0.023566164005879717,226.889,0.25
2012-10-31,258.4,231.317,,1.62627,1.319725,1.2311,140.873,22674.0,79.935,1434.25,2792.0,91.73,3208.0,248.88,198.14,167.74,169.9,272.63,243.7,267.48,267.48,289.46,0.25,-0.16112067006460407,231.317,229.104,230.085,226.421,Low CPI,-0.16112067006460407,258.4,364.69,-0.29145301488935815,-0.16112067006460407,-0.0474268763796909,False,0.022019590365783086,226.421,0.25
2012-11-30,257.55,230.221,,1.62627,1.319725,1.2311,140.873,22674.0,79.935,1434.25,2792.0,91.73,3208.0,247.47,197.54,169.58,167.3,272.64,244.96,267.69,267.69,293.5,0.25,-0.13562223117196925,230.221,230.379,229.815,226.23,Low CPI,-0.13562223117196925,257.55,364.69,-0.29378376155090624,-0.13562223117196925,-0.010205548368549588,False,0.021415570168689498,226.23,0.25
2012-12-31,260.78,229.601,,1.62627,1.319725,1.2311,140.873,22674.0,79.935,1434.25,2792.0,91.73,3208.0,252.17,198.71,173.18,175.4,275.92,247.36,268.66,268.66,294.17,0.25,-0.089232703523906,229.601,231.407,229.478,225.672,Low CPI,-0.089232703523906,260.78,364.69,-0.28492692423702326,-0.089232703523906,0.034324079662039875,True,0.02062679586386438,225.672,0.25
2013-01-31,268.03,230.28,,1.63622,1.359115,1.2038,167.605,23921.0,80.68,1804.0,3487.5,92.76,3208.0,254.9,204.95,173.87,168.1,282.75,252.15,275.36,275.36,297.44,0.25,-0.07671374440234258,230.28,231.317,229.104,226.665,Low CPI,-0.07671374440234258,268.03,364.69,-0.2650470262414655,-0.07671374440234258,0.059334859715161725,True,0.0222696422541991,226.665,0.25
2013-02-28,276.31,232.166,,1.65714,1.37879,1.2044,174.40699999999998,23333.0,80.035,1841.0,3583.75,98.59,3208.0,259.67,209.68,171.55,169.8,289.94,257.09,282.25,282.25,300.88,0.25,-0.059081931485391315,232.166,230.221,230.379,227.663,Low CPI,-0.059081931485391315,276.31,364.69,-0.24234281170309024,-0.059081931485391315,0.053868150552593086,True,0.024293249061372254,227.663,0.25
2013-03-31,279.89,232.773,,1.52084,1.30101,1.1687,150.801,20729.0,80.221,1674.25,3209.0,96.42,3208.0,264.45,206.96,176.27,172.5,291.85,256.8,280.52,280.52,298.35,0.25,-0.04653381025378989,232.773,229.601,231.407,229.392,Low CPI,-0.04653381025378989,279.89,364.69,-0.23252625517562864,-0.04653381025378989,0.030259920024607867,True,0.02481271977875997,229.392,0.25
2013-04-30,276.17,232.531,,1.52084,1.30101,1.1687,150.801,20729.0,80.221,1674.25,3209.0,96.42,3208.0,266.26,207.96,174.55,169.3,290.16,257.09,288.56,288.56,298.08,0.25,-0.0474268763796909,232.531,230.28,231.317,230.085,Low CPI,-0.0474268763796909,276.17,364.69,-0.24272669938852176,-0.0474268763796909,0.026238390092879316,True,0.02484358349509569,230.085,0.25
2013-05-31,275.44,232.945,,1.52084,1.30101,1.1687,150.801,20729.0,80.221,1674.25,3209.0,96.42,3208.0,265.72,209.42,174.04,164.1,290.1,256.7,282.92,282.92,299.52,0.25,-0.010205548368549588,232.945,232.166,230.221,229.815,Low CPI,-0.010205548368549588,275.44,364.69,-0.2447283994625572,-0.010205548368549588,0.003533294505920992,True,0.022051034607814504,229.815,0.25
2013-06-30,274.22,233.504,,1.52084,1.30101,1.1687,150.801,20729.0,80.221,1674.25,3209.0,96.42,3208.0,271.22,211.04,173.92,167.3,289.76,258.65,287.56,287.56,302.7,0.25,0.034324079662039875,233.504,232.773,229.601,229.478,Low CPI,0.034324079662039875,274.22,364.69,-0.24807370643560278,0.034324079662039875,-0.013919779124165976,True,0.016604575055780803,229.478,0.25
2013-07-31,272.98,233.596,,1.52084,1.30101,1.1687,150.801,20729.0,80.221,1674.25,3209.0,96.42,3208.0,274.57,215.56,170.17,172.5,288.71,258.78,284.36,284.36,303.23,0.25,0.059334859715161725,233.596,232.531,230.28,229.104,Low CPI,0.059334859715161725,272.98,364.69,-0.2514738545065671,0.059334859715161725,-0.049248218483005535,True,0.01376272590132224,229.104,0.25
2013-08-31,272.72,233.877,,1.52084,1.30101,1.1687,150.801,20729.0,80.221,1674.25,3209.0,96.42,3208.0,272.76,223.6,174.8,162.1,288.96,258.56,280.07,280.07,299.2,0.25,0.053868150552593086,233.877,232.945,232.166,230.379,Low CPI,0.053868150552593086,272.72,364.69,-0.2521867887795113,0.053868150552593086,-0.08617132930404259,True,0.013866609929763738,230.379,0.25
2013-09-30,267.95,234.149,,1.52084,1.30101,1.1687,150.801,20729.0,80.221,1674.25,3209.0,96.42,3208.0,272.85,223.65,174.67,160.7,285.75,259.25,288.68,288.68,302.52,0.25,0.030259920024607867,234.149,233.504,232.773,231.407,Low CPI,0.030259920024607867,267.95,364.69,-0.2652663906331405,0.030259920024607867,-0.1102933295223123,True,0.01523984239847622,231.407,0.25
2013-10-31,265.18,233.546,,1.52084,1.30101,1.1687,150.801,20729.0,80.221,1674.25,3209.0,96.42,3208.0,270.79,219.92,170.82,167.7,283.11,257.54,290.79,290.79,301.98,0.25,0.026238390092879316,233.546,233.596,232.531,231.317,Low CPI,0.026238390092879316,265.18,364.69,-0.27286188269489153,0.026238390092879316,-0.1071441503421805,True,0.01548835768173112,231.317,0.25
2013-11-30,258.46,233.069,,1.52084,1.30101,1.1687,150.801,20729.0,80.221,1674.25,3209.0,96.42,3208.0,274.02,219.62,169.33,163.2,277.21,256.04,294.42,294.42,299.35,0.25,0.003533294505920992,233.069,233.877,232.945,230.221,Low CPI,0.003533294505920992,258.46,364.69,-0.2912884915956018,0.003533294505920992,-0.11730322393261694,True,0.01739831767860212,230.221,0.25
2013-12-31,257.15,233.049,,1.52084,1.30101,1.1687,150.801,20729.0,80.221,1674.25,3209.0,96.42,3208.0,275.53,216.9,170.26,169.3,276.12,254.85,293.29,293.29,296.94,0.25,-0.013919779124165976,233.049,234.149,233.504,229.601,Low CPI,-0.013919779124165976,257.15,364.69,-0.2948805835092819,-0.013919779124165976,-0.1393042082999052,False,0.017022696857682335,229.601,0.25
2014-01-31,254.83,233.916,,1.55749,1.210105,1.2872,186.721,23649.0,90.269,2052.5,4232.75,53.71,3208.0,273.87,218.3,168.97,169.0,274.67,252.32,290.04,290.04,287.35,0.25,-0.049248218483005535,233.916,233.546,233.596,230.28,Low CPI,-0.049248218483005535,254.83,364.69,-0.3012421508678603,-0.049248218483005535,-0.14275771118763292,False,0.014481102999846415,230.28,0.25
2014-02-28,252.5,234.781,,1.71051,1.36923,1.2492,173.28599999999997,24766.0,85.936,1965.5,4044.75,105.45,3208.0,271.06,214.9,166.51,170.4,270.89,249.76,288.96,288.96,287.52,0.25,-0.08617132930404259,234.781,233.069,233.877,232.166,Low CPI,-0.08617132930404259,252.5,364.69,-0.30763113877539827,-0.08617132930404259,-0.13387356996186572,False,0.009408980736484005,232.166,0.25
2014-03-31,249.02,236.293,,1.56517,1.245095,1.2566,185.652,23980.0,88.356,2066.25,4338.25,65.95,3208.0,272.69,215.95,166.34,177.9,267.89,249.98,291.18,291.18,287.37,0.25,-0.1102933295223123,236.293,233.049,234.149,232.773,Low CPI,-0.1102933295223123,249.02,364.69,-0.317173489813266,-0.1102933295223123,-0.11602910990856496,False,0.006996265756563843,232.773,0.25
2014-04-30,246.58,237.072,,1.56517,1.245095,1.2566,185.652,22807.0,88.356,2066.25,4338.25,65.95,3208.0,271.64,218.72,166.97,179.0,265.38,247.52,285.98,285.98,283.37,0.25,-0.1071441503421805,237.072,233.916,233.546,232.531,Low CPI,-0.1071441503421805,246.58,364.69,-0.32386410375935726,-0.1071441503421805,-0.1029112301078513,False,0.006903913428788363,232.531,0.25
2014-05-31,243.13,237.9,,1.56517,1.245095,1.2566,185.652,22807.0,88.356,2066.25,4338.25,65.95,3208.0,270.15,218.14,163.67,180.1,260.57,245.69,286.08,286.08,283.9,0.25,-0.11730322393261694,237.9,234.781,233.069,232.945,Low CPI,-0.11730322393261694,243.13,364.69,-0.3333241931503469,-0.11730322393261694,-0.07691712450669341,False,0.006670897956484295,232.945,0.25
2014-06-30,236.02,238.343,,1.56517,1.245095,1.2566,185.652,22807.0,88.356,2066.25,4338.25,65.95,3208.0,270.19,216.85,164.81,178.0,255.23,243.53,287.26,287.26,282.22,0.25,-0.1393042082999052,238.343,236.293,233.049,233.504,Low CPI,-0.1393042082999052,236.02,364.69,-0.35282020346047327,-0.1393042082999052,-0.0725257631732451,False,0.008319957459006438,233.504,0.25
2014-07-31,234.01,238.25,,1.56517,1.245095,1.2566,185.652,22807.0,88.356,2066.25,4338.25,65.95,3208.0,268.19,216.07,164.6,177.7,253.99,242.81,286.46,286.46,279.93,0.25,-0.14275771118763292,238.25,237.072,233.916,233.596,Low CPI,-0.14275771118763292,234.01,364.69,-0.35833173380131067,-0.14275771118763292,-0.04618765451477458,False,0.0080521008825539,233.596,0.25
2014-08-31,236.21,237.852,,1.56517,1.245095,1.2566,185.652,22807.0,88.356,2066.25,4338.25,65.95,3208.0,264.34,215.77,163.61,179.6,254.56,242.59,286.85,286.85,278.31,0.25,-0.13387356996186572,237.852,237.9,234.781,233.877,Low CPI,-0.13387356996186572,236.21,364.69,-0.3522992130302448,-0.13387356996186572,-0.041148514851485074,False,0.009794364793351608,233.877,0.25
2014-09-30,236.86,238.031,,1.56517,1.245095,1.2566,185.652,22807.0,88.356,2066.25,4338.25,65.95,3208.0,267.86,213.95,163.29,179.5,254.71,243.27,288.33,288.33,278.58,0.25,-0.11602910990856496,238.031,238.343,236.293,234.149,Low CPI,-0.11602910990856496,236.86,364.69,-0.3505168773478845,-0.11602910990856496,-0.03208577624287212,False,0.010457396288035919,234.149,0.25
2014-10-31,237.89,237.433,,1.56517,1.245095,1.2566,185.652,22807.0,88.356,2066.25,4338.25,65.95,3208.0,273.99,213.98,162.94,180.0,255.35,243.33,290.33,290.33,275.28,0.25,-0.1029112301078513,237.433,238.25,237.072,233.546,Low CPI,-0.1029112301078513,237.89,364.69,-0.3476925608050674,-0.1029112301078513,-0.018574093600454256,False,0.011264752796612447,233.546,0.25
2014-11-30,238.58,236.151,,1.56517,1.245095,1.2566,185.652,22807.0,88.356,2066.25,4338.25,65.95,3208.0,275.51,213.88,161.98,187.4,255.54,244.24,293.92,293.92,275.89,0.25,-0.07691712450669341,236.151,237.852,237.9,233.069,Low CPI,-0.07691712450669341,238.58,364.69,-0.34580054292686935,-0.07691712450669341,-0.005264673220088056,False,0.010449705661504289,233.069,0.25
2014-12-31,238.5,234.812,,1.56517,1.245095,1.2566,185.652,22807.0,88.356,2066.25,4338.25,65.95,3208.0,271.98,212.95,160.25,187.2,256.4,243.75,291.05,291.05,273.93,0.25,-0.0725257631732451,234.812,238.031,238.343,233.049,Low CPI,-0.0725257631732451,238.5,364.69,-0.3460199073185445,-0.0725257631732451,0.03516651131260051,True,0.010600878276990884,233.049,0.25
2015-01-31,243.06,233.707,,1.4733,1.08697,1.3568,177.10399999999998,21910.0,98.631,2035.5,4587.75,37.05,3208.0,276.89,215.94,159.78,188.8,259.61,245.77,295.69,295.69,279.16,0.25,-0.04618765451477458,233.707,237.433,238.25,233.916,Low CPI,-0.04618765451477458,243.06,364.69,-0.3335161369930626,-0.04618765451477458,0.03170804666467242,True,0.012804208174281266,233.916,0.25
2015-02-28,242.11,234.722,,1.50555,1.05648,1.4248,185.274,21909.0,100.17,2079.75,4668.75,41.66,3208.0,269.38,215.54,159.81,193.7,258.51,244.91,292.63,292.63,280.66,0.25,-0.041148514851485074,234.722,236.151,237.852,234.781,Low CPI,-0.041148514851485074,242.11,364.69,-0.3361210891442046,-0.041148514851485074,0.02298801913551496,True,0.012696466787200628,234.781,0.25
2015-03-31,241.03,236.119,,1.53418,1.12111,1.3687,185.888,21464.0,95.824,1969.25,4271.75,48.14,3208.0,271.07,215.1,158.26,192.0,258.37,245.01,293.3,293.3,281.16,0.25,-0.03208577624287212,236.119,234.812,238.031,236.293,Low CPI,-0.03208577624287212,241.03,364.69,-0.33908250843181875,-0.03208577624287212,0.020222916490753917,True,0.01228336824434744,236.293,0.25
2015-04-30,242.0,236.599,,1.53418,1.12111,1.3687,185.888,27164.0,95.824,1969.25,4271.75,48.14,3208.0,268.59,214.77,157.76,198.9,260.41,245.48,293.52,293.52,282.6,0.25,-0.018574093600454256,236.599,233.707,237.433,237.072,Low CPI,-0.018574093600454256,242.0,364.69,-0.3364227151827579,-0.018574093600454256,0.010004623985875982,True,0.012199338688702203,237.072,0.25
2015-05-31,241.85,237.805,,1.53418,1.12111,1.3687,185.888,27164.0,95.824,1969.25,4271.75,48.14,3208.0,266.44,215.42,160.98,199.9,260.57,245.85,295.92,295.92,281.16,0.25,-0.005264673220088056,237.805,234.722,236.151,237.9,Low CPI,-0.005264673220088056,241.85,364.69,-0.33683402341714885,-0.005264673220088056,-0.007838041747003088,False,0.0115471410619875,237.9,0.25
2015-06-30,244.32,238.638,,1.53418,1.12111,1.3687,185.888,27164.0,95.824,1969.25,4271.75,48.14,3208.0,269.87,217.54,158.84,198.0,262.25,248.11,296.43,296.43,287.65,0.25,0.03516651131260051,238.638,236.119,234.812,238.343,Low CPI,0.03516651131260051,244.32,364.69,-0.3300611478241795,0.03516651131260051,-0.0010062893081761448,True,0.007482860059164935,238.343,0.25
2015-07-31,241.43,238.654,,1.53418,1.12111,1.3687,185.888,27164.0,95.824,1969.25,4271.75,48.14,3208.0,268.22,215.97,159.03,199.2,262.18,245.82,293.22,293.22,286.17,0.25,0.03170804666467242,238.654,236.599,233.707,238.25,Low CPI,0.03170804666467242,241.43,364.69,-0.3379856864734432,0.03170804666467242,-0.009010120957788192,True,0.00798681796258697,238.25,0.25
2015-08-31,241.64,238.316,,1.53418,1.12111,1.3687,185.888,27164.0,95.824,1969.25,4271.75,48.14,3208.0,270.06,215.64,154.66,204.7,263.05,245.58,292.6,292.6,283.91,0.25,0.02298801913551496,238.316,237.805,234.722,237.852,Low CPI,0.02298801913551496,241.64,364.69,-0.3374098549452961,0.02298801913551496,0.006567262814423103,False,0.007704361904288558,237.852,0.25
2015-09-30,241.65,237.945,,1.53418,1.12111,1.3687,185.888,27164.0,95.824,1969.25,4271.75,48.14,3208.0,273.46,216.4,154.26,205.3,263.56,246.97,296.83,296.83,284.79,0.25,0.020222916490753917,237.945,238.638,236.119,238.031,Low CPI,0.020222916490753917,241.65,364.69,-0.33738243439633664,0.020222916490753917,0.03771314774094514,False,0.0077175699961859225,238.031,0.25
